model_type,variant,prompt_idx,seed,positive_prompt,negative_prompt,clip_positive,clip_negative
lcm,nag,0,42,A photo of a person,male,0.2452220320701599,0.18708956241607666
lcm,nag_timed,0,42,A photo of a person,male,0.24383941292762756,0.19452552497386932
lcm,nag_baseline,0,1337,A photo of a person,male,0.2720269560813904,0.20380043983459473
lcm,nag,0,1337,A photo of a person,male,0.2645454406738281,0.19227606058120728
lcm,nag_timed,0,1337,A photo of a person,male,0.26122090220451355,0.2104448825120926
lcm,nag_baseline,0,2025,A photo of a person,male,0.26974260807037354,0.19071172177791595
lcm,nag,0,2025,A photo of a person,male,0.2628976106643677,0.18690866231918335
lcm,nag_timed,0,2025,A photo of a person,male,0.2691817283630371,0.19126009941101074
lcm,nag_baseline,1,42,A photo of a person,female,0.2487976998090744,0.17195093631744385
lcm,nag,1,42,A photo of a person,female,0.24847294390201569,0.16338244080543518
lcm,nag_timed,1,42,A photo of a person,female,0.25101280212402344,0.1484038382768631
lcm,nag_baseline,1,1337,A photo of a person,female,0.2720269560813904,0.1979553997516632
lcm,nag,1,1337,A photo of a person,female,0.2660459578037262,0.17779268324375153
lcm,nag_timed,1,1337,A photo of a person,female,0.27805012464523315,0.1738872528076172
lcm,nag_baseline,1,2025,A photo of a person,female,0.26974260807037354,0.19875574111938477
lcm,nag,1,2025,A photo of a person,female,0.2688558101654053,0.1678505688905716
lcm,nag_timed,1,2025,A photo of a person,female,0.2525809407234192,0.16558629274368286
lcm,nag_baseline,2,42,A photo of a person,old,0.2487976998090744,0.21097195148468018
lcm,nag,2,42,A photo of a person,old,0.23186446726322174,0.21978315711021423
lcm,nag_timed,2,42,A photo of a person,old,0.23855306208133698,0.21886122226715088
lcm,nag_baseline,2,1337,A photo of a person,old,0.2720269560813904,0.22237715125083923
lcm,nag,2,1337,A photo of a person,old,0.27441683411598206,0.22182941436767578
lcm,nag_timed,2,1337,A photo of a person,old,0.27365899085998535,0.2220543622970581
lcm,nag_baseline,2,2025,A photo of a person,old,0.26974260807037354,0.2196703851222992
lcm,nag,2,2025,A photo of a person,old,0.2525995969772339,0.20071211457252502
lcm,nag_timed,2,2025,A photo of a person,old,0.2638038992881775,0.21896272897720337
lcm,nag_baseline,3,42,A photo of a person,young,0.2487976998090744,0.22228634357452393
lcm,nag,3,42,A photo of a person,young,0.2439991682767868,0.2027582824230194
lcm,nag_timed,3,42,A photo of a person,young,0.2463337928056717,0.20734967291355133
lcm,nag_baseline,3,1337,A photo of a person,young,0.2720269560813904,0.22569315135478973
lcm,nag,3,1337,A photo of a person,young,0.276093453168869,0.21761177480220795
lcm,nag_timed,3,1337,A photo of a person,young,0.27134034037590027,0.20729322731494904
lcm,nag_baseline,3,2025,A photo of a person,young,0.26974260807037354,0.22480037808418274
lcm,nag,3,2025,A photo of a person,young,0.2601010203361511,0.1914372742176056
lcm,nag_timed,3,2025,A photo of a person,young,0.2585347592830658,0.1994503289461136
lcm,nag_baseline,4,42,A photo of a person,bright lighting,0.2487976998090744,0.16984377801418304
lcm,nag,4,42,A photo of a person,bright lighting,0.27097800374031067,0.16403032839298248
lcm,nag_timed,4,42,A photo of a person,bright lighting,0.250786691904068,0.16684363782405853
lcm,nag_baseline,4,1337,A photo of a person,bright lighting,0.2720269560813904,0.1773819774389267
lcm,nag,4,1337,A photo of a person,bright lighting,0.2821269631385803,0.1653836965560913
lcm,nag_timed,4,1337,A photo of a person,bright lighting,0.2682725191116333,0.16183042526245117
lcm,nag_baseline,4,2025,A photo of a person,bright lighting,0.26974260807037354,0.20113615691661835
lcm,nag,4,2025,A photo of a person,bright lighting,0.26150214672088623,0.17724311351776123
lcm,nag_timed,4,2025,A photo of a person,bright lighting,0.2672286033630371,0.19417642056941986
lcm,nag_baseline,5,42,A photo of a person,dark lighting,0.2487976998090744,0.19616009294986725
lcm,nag,5,42,A photo of a person,dark lighting,0.24487429857254028,0.1995258331298828
lcm,nag_timed,5,42,A photo of a person,dark lighting,0.2552450895309448,0.1959058791399002
lcm,nag_baseline,5,1337,A photo of a person,dark lighting,0.2720269560813904,0.20072761178016663
lcm,nag,5,1337,A photo of a person,dark lighting,0.2843697667121887,0.19883473217487335
lcm,nag_timed,5,1337,A photo of a person,dark lighting,0.27309465408325195,0.18121717870235443
lcm,nag_baseline,5,2025,A photo of a person,dark lighting,0.26974260807037354,0.2104180008172989
lcm,nag,5,2025,A photo of a person,dark lighting,0.2549189031124115,0.1820339411497116
lcm,nag_timed,5,2025,A photo of a person,dark lighting,0.2649535536766052,0.19111910462379456
lcm,nag_baseline,6,42,A photo of a pet,dog,0.2607056498527527,0.21664117276668549
lcm,nag,6,42,A photo of a pet,dog,0.2733876407146454,0.221704363822937
lcm,nag_timed,6,42,A photo of a pet,dog,0.2720773220062256,0.2164297252893448
lcm,nag_baseline,6,1337,A photo of a pet,dog,0.2664755582809448,0.2139725685119629
lcm,nag,6,1337,A photo of a pet,dog,0.27052444219589233,0.21791015565395355
lcm,nag_timed,6,1337,A photo of a pet,dog,0.27271726727485657,0.21954143047332764
lcm,nag_baseline,6,2025,A photo of a pet,dog,0.26946383714675903,0.26261603832244873
lcm,nag,6,2025,A photo of a pet,dog,0.2685002088546753,0.22137987613677979
lcm,nag_timed,6,2025,A photo of a pet,dog,0.2716387212276459,0.22145122289657593
lcm,nag_baseline,7,42,A photo of a pet,cat,0.2607056498527527,0.26246723532676697
lcm,nag,7,42,A photo of a pet,cat,0.263874351978302,0.18367460370063782
lcm,nag_timed,7,42,A photo of a pet,cat,0.26019486784935,0.1710871458053589
lcm,nag_baseline,7,1337,A photo of a pet,cat,0.2664755582809448,0.26220276951789856
lcm,nag,7,1337,A photo of a pet,cat,0.26690804958343506,0.18982762098312378
lcm,nag_timed,7,1337,A photo of a pet,cat,0.27794939279556274,0.2010335475206375
lcm,nag_baseline,7,2025,A photo of a pet,cat,0.26946383714675903,0.20556439459323883
lcm,nag,7,2025,A photo of a pet,cat,0.26954859495162964,0.19454312324523926
lcm,nag_timed,7,2025,A photo of a pet,cat,0.27100908756256104,0.20234541594982147
lcm,nag_baseline,8,42,A photo from the 1960s,colour,0.26397785544395447,0.1779937744140625
lcm,nag,8,42,A photo from the 1960s,colour,0.26249805092811584,0.1838686466217041
lcm,nag_timed,8,42,A photo from the 1960s,colour,0.2737017571926117,0.1739664077758789
lcm,nag_baseline,8,1337,A photo from the 1960s,colour,0.23618505895137787,0.17529162764549255
lcm,nag,8,1337,A photo from the 1960s,colour,0.27337750792503357,0.1976955682039261
lcm,nag_timed,8,1337,A photo from the 1960s,colour,0.239437073469162,0.17028771340847015
lcm,nag_baseline,8,2025,A photo from the 1960s,colour,0.2719636559486389,0.18534530699253082
lcm,nag,8,2025,A photo from the 1960s,colour,0.22720523178577423,0.19238486886024475
lcm,nag_timed,8,2025,A photo from the 1960s,colour,0.281066358089447,0.18833856284618378
lcm,nag_baseline,9,42,A photo from the 1960s,black and white,0.26397785544395447,0.18066507577896118
lcm,nag,9,42,A photo from the 1960s,black and white,0.26204100251197815,0.14313726127147675
lcm,nag_timed,9,42,A photo from the 1960s,black and white,0.26104652881622314,0.17717841267585754
lcm,nag_baseline,9,1337,A photo from the 1960s,black and white,0.23618505895137787,0.18427714705467224
lcm,nag,9,1337,A photo from the 1960s,black and white,0.266720712184906,0.1560865044593811
lcm,nag_timed,9,1337,A photo from the 1960s,black and white,0.2507195472717285,0.21690917015075684
lcm,nag_baseline,9,2025,A photo from the 1960s,black and white,0.2719636559486389,0.18418608605861664
lcm,nag,9,2025,A photo from the 1960s,black and white,0.2809927761554718,0.14413124322891235
lcm,nag_timed,9,2025,A photo from the 1960s,black and white,0.2531334161758423,0.16125118732452393
lcm,nag_baseline,10,42,A still painting of fruits,grapes,0.3397164046764374,0.27599456906318665
lcm,nag,10,42,A still painting of fruits,grapes,0.33329612016677856,0.23527434468269348
lcm,nag_timed,10,42,A still painting of fruits,grapes,0.34782329201698303,0.24654406309127808
lcm,nag_baseline,10,1337,A still painting of fruits,grapes,0.3272719383239746,0.25385981798171997
lcm,nag,10,1337,A still painting of fruits,grapes,0.3291117548942566,0.2164573073387146
lcm,nag_timed,10,1337,A still painting of fruits,grapes,0.3302305340766907,0.22472763061523438
lcm,nag_baseline,10,2025,A still painting of fruits,grapes,0.3246612548828125,0.25200536847114563
lcm,nag,10,2025,A still painting of fruits,grapes,0.33911389112472534,0.2470693141222
lcm,nag_timed,10,2025,A still painting of fruits,grapes,0.3233296573162079,0.24393758177757263
lcm,nag_baseline,11,42,A still painting of fruits,apples,0.3397164046764374,0.27586042881011963
lcm,nag,11,42,A still painting of fruits,apples,0.33790427446365356,0.25273942947387695
lcm,nag_timed,11,42,A still painting of fruits,apples,0.34923458099365234,0.2610141932964325
lcm,nag_baseline,11,1337,A still painting of fruits,apples,0.3272719383239746,0.274343878030777
lcm,nag,11,1337,A still painting of fruits,apples,0.3335157632827759,0.24513861536979675
lcm,nag_timed,11,1337,A still painting of fruits,apples,0.3342030644416809,0.2458561807870865
lcm,nag_baseline,11,2025,A still painting of fruits,apples,0.3246612548828125,0.2703549861907959
lcm,nag,11,2025,A still painting of fruits,apples,0.33142513036727905,0.25084465742111206
lcm,nag_timed,11,2025,A still painting of fruits,apples,0.33054977655410767,0.2680704593658447
lcm,nag_baseline,12,42,A landscape,mountains,0.3143523335456848,0.24945062398910522
lcm,nag,12,42,A landscape,mountains,0.3213787376880646,0.23493130505084991
lcm,nag_timed,12,42,A landscape,mountains,0.31425774097442627,0.22787484526634216
lcm,nag_baseline,12,1337,A landscape,mountains,0.30074623227119446,0.24613681435585022
lcm,nag,12,1337,A landscape,mountains,0.3077259659767151,0.22288163006305695
lcm,nag_timed,12,1337,A landscape,mountains,0.3059350252151489,0.22989599406719208
lcm,nag_baseline,12,2025,A landscape,mountains,0.3155973255634308,0.24987375736236572
lcm,nag,12,2025,A landscape,mountains,0.3135107159614563,0.22983382642269135
lcm,nag_timed,12,2025,A landscape,mountains,0.31166988611221313,0.22984802722930908
lcm,nag_baseline,13,42,A landscape,trees,0.3143523335456848,0.2334730178117752
lcm,nag,13,42,A landscape,trees,0.3123146891593933,0.22118251025676727
lcm,nag_timed,13,42,A landscape,trees,0.31561994552612305,0.2244008183479309
lcm,nag_baseline,13,1337,A landscape,trees,0.30074623227119446,0.21486033499240875
lcm,nag,13,1337,A landscape,trees,0.30237534642219543,0.20098233222961426
lcm,nag_timed,13,1337,A landscape,trees,0.30490684509277344,0.20929178595542908
lcm,nag_baseline,13,2025,A landscape,trees,0.3155973255634308,0.2259538769721985
lcm,nag,13,2025,A landscape,trees,0.30404898524284363,0.21278104186058044
lcm,nag_timed,13,2025,A landscape,trees,0.31206047534942627,0.22211042046546936
lcm,nag_baseline,14,42,A room with furniture,window,0.27910634875297546,0.19106991589069366
lcm,nag,14,42,A room with furniture,window,0.2738741636276245,0.1830464005470276
lcm,nag_timed,14,42,A room with furniture,window,0.2834595739841461,0.19414399564266205
lcm,nag_baseline,14,1337,A room with furniture,window,0.27034634351730347,0.1879378855228424
lcm,nag,14,1337,A room with furniture,window,0.27777162194252014,0.1811775267124176
lcm,nag_timed,14,1337,A room with furniture,window,0.2817500829696655,0.1882513016462326
lcm,nag_baseline,14,2025,A room with furniture,window,0.2845894992351532,0.19920849800109863
lcm,nag,14,2025,A room with furniture,window,0.2738775908946991,0.1827731728553772
lcm,nag_timed,14,2025,A room with furniture,window,0.2840992510318756,0.19957034289836884
lcm,nag_baseline,15,42,A room with furniture,bed,0.27910634875297546,0.2005249261856079
lcm,nag,15,42,A room with furniture,bed,0.27218562364578247,0.18286442756652832
lcm,nag_timed,15,42,A room with furniture,bed,0.27361559867858887,0.18812847137451172
lcm,nag_baseline,15,1337,A room with furniture,bed,0.27034634351730347,0.2514822483062744
lcm,nag,15,1337,A room with furniture,bed,0.2761034071445465,0.17866720259189606
lcm,nag_timed,15,1337,A room with furniture,bed,0.2816561460494995,0.23479074239730835
lcm,nag_baseline,15,2025,A room with furniture,bed,0.2845894992351532,0.19731579720973969
lcm,nag,15,2025,A room with furniture,bed,0.283404678106308,0.19374504685401917
lcm,nag_timed,15,2025,A room with furniture,bed,0.2793245315551758,0.20074817538261414
lightning,nag_baseline,0,42,A photo of a person,male,0.26569002866744995,0.2063269466161728
lightning,nag,0,42,A photo of a person,male,0.27358371019363403,0.20544815063476562
lightning,nag_timed,0,42,A photo of a person,male,0.26617634296417236,0.1946684867143631
lightning,nag_baseline,0,1337,A photo of a person,male,0.27872124314308167,0.2065833956003189
lightning,nag,0,1337,A photo of a person,male,0.2653493285179138,0.20279568433761597
lightning,nag_timed,0,1337,A photo of a person,male,0.2769906222820282,0.2033911943435669
lightning,nag_baseline,0,2025,A photo of a person,male,0.2576543092727661,0.19876816868782043
lightning,nag,0,2025,A photo of a person,male,0.26600757241249084,0.19352464377880096
lightning,nag_timed,0,2025,A photo of a person,male,0.25761929154396057,0.2016674131155014
lightning,nag_baseline,1,42,A photo of a person,female,0.26569002866744995,0.1976759135723114
lightning,nag,1,42,A photo of a person,female,0.25172677636146545,0.15474873781204224
lightning,nag_timed,1,42,A photo of a person,female,0.2655617594718933,0.17080536484718323
lightning,nag_baseline,1,1337,A photo of a person,female,0.27872124314308167,0.2215888798236847
lightning,nag,1,1337,A photo of a person,female,0.268384724855423,0.16959355771541595
lightning,nag_timed,1,1337,A photo of a person,female,0.2804175615310669,0.21420103311538696
lightning,nag_baseline,1,2025,A photo of a person,female,0.2576543092727661,0.20605124533176422
lightning,nag,1,2025,A photo of a person,female,0.2553726136684418,0.15735900402069092
lightning,nag_timed,1,2025,A photo of a person,female,0.2586733102798462,0.20726048946380615
lightning,nag_baseline,2,42,A photo of a person,old,0.26569002866744995,0.20817172527313232
lightning,nag,2,42,A photo of a person,old,0.27690139412879944,0.2229406237602234
lightning,nag_timed,2,42,A photo of a person,old,0.26840344071388245,0.2114635854959488
lightning,nag_baseline,2,1337,A photo of a person,old,0.27872124314308167,0.21722516417503357
lightning,nag,2,1337,A photo of a person,old,0.267203688621521,0.22407162189483643
lightning,nag_timed,2,1337,A photo of a person,old,0.27685782313346863,0.21994085609912872
lightning,nag_baseline,2,2025,A photo of a person,old,0.2576543092727661,0.21144621074199677
lightning,nag,2,2025,A photo of a person,old,0.26255545020103455,0.21362745761871338
lightning,nag_timed,2,2025,A photo of a person,old,0.257801353931427,0.21000146865844727
lightning,nag_baseline,3,42,A photo of a person,young,0.26569002866744995,0.20208042860031128
lightning,nag,3,42,A photo of a person,young,0.26457691192626953,0.1977216899394989
lightning,nag_timed,3,42,A photo of a person,young,0.26113128662109375,0.19760799407958984
lightning,nag_baseline,3,1337,A photo of a person,young,0.27872124314308167,0.2196694314479828
lightning,nag,3,1337,A photo of a person,young,0.2688962519168854,0.20388415455818176
lightning,nag_timed,3,1337,A photo of a person,young,0.2794080972671509,0.2110932469367981
lightning,nag_baseline,3,2025,A photo of a person,young,0.2576543092727661,0.22283613681793213
lightning,nag,3,2025,A photo of a person,young,0.2496829330921173,0.1957395225763321
lightning,nag_timed,3,2025,A photo of a person,young,0.25392431020736694,0.2143649011850357
lightning,nag_baseline,4,42,A photo of a person,bright lighting,0.26569002866744995,0.16177745163440704
lightning,nag,4,42,A photo of a person,bright lighting,0.25040239095687866,0.155088409781456
lightning,nag_timed,4,42,A photo of a person,bright lighting,0.265216588973999,0.16249950230121613
lightning,nag_baseline,4,1337,A photo of a person,bright lighting,0.27872124314308167,0.18104518949985504
lightning,nag,4,1337,A photo of a person,bright lighting,0.2702147364616394,0.1723586916923523
lightning,nag_timed,4,1337,A photo of a person,bright lighting,0.27846282720565796,0.175739124417305
lightning,nag_baseline,4,2025,A photo of a person,bright lighting,0.2576543092727661,0.19472435116767883
lightning,nag,4,2025,A photo of a person,bright lighting,0.24718159437179565,0.17515909671783447
lightning,nag_timed,4,2025,A photo of a person,bright lighting,0.2572839856147766,0.1881658434867859
lightning,nag_baseline,5,42,A photo of a person,dark lighting,0.26569002866744995,0.18404260277748108
lightning,nag,5,42,A photo of a person,dark lighting,0.2687802314758301,0.19261595606803894
lightning,nag_timed,5,42,A photo of a person,dark lighting,0.2646075487136841,0.18249498307704926
lightning,nag_baseline,5,1337,A photo of a person,dark lighting,0.27872124314308167,0.19994360208511353
lightning,nag,5,1337,A photo of a person,dark lighting,0.2655096650123596,0.16929733753204346
lightning,nag_timed,5,1337,A photo of a person,dark lighting,0.27677297592163086,0.18482910096645355
lightning,nag_baseline,5,2025,A photo of a person,dark lighting,0.2576543092727661,0.20905731618404388
lightning,nag,5,2025,A photo of a person,dark lighting,0.25199151039123535,0.16928154230117798
lightning,nag_timed,5,2025,A photo of a person,dark lighting,0.2548573613166809,0.19610705971717834
lightning,nag_baseline,6,42,A photo of a pet,dog,0.28902536630630493,0.2670978307723999
lightning,nag,6,42,A photo of a pet,dog,0.2795821726322174,0.23445650935173035
lightning,nag_timed,6,42,A photo of a pet,dog,0.29412102699279785,0.2751622200012207
lightning,nag_baseline,6,1337,A photo of a pet,dog,0.24749861657619476,0.2148122936487198
lightning,nag,6,1337,A photo of a pet,dog,0.2694988250732422,0.22133879363536835
lightning,nag_timed,6,1337,A photo of a pet,dog,0.24676024913787842,0.21598365902900696
lightning,nag_baseline,6,2025,A photo of a pet,dog,0.2672290503978729,0.26049521565437317
lightning,nag,6,2025,A photo of a pet,dog,0.27712735533714294,0.22986820340156555
lightning,nag_timed,6,2025,A photo of a pet,dog,0.26973867416381836,0.2627637982368469
lightning,nag_baseline,7,42,A photo of a pet,cat,0.28902536630630493,0.20029473304748535
lightning,nag,7,42,A photo of a pet,cat,0.2825847864151001,0.20173068344593048
lightning,nag_timed,7,42,A photo of a pet,cat,0.287347674369812,0.19600020349025726
lightning,nag_baseline,7,1337,A photo of a pet,cat,0.24749861657619476,0.2545783519744873
lightning,nag,7,1337,A photo of a pet,cat,0.2635415494441986,0.2043152153491974
lightning,nag_timed,7,1337,A photo of a pet,cat,0.2601078450679779,0.20557808876037598
lightning,nag_baseline,7,2025,A photo of a pet,cat,0.2672290503978729,0.18422652781009674
lightning,nag,7,2025,A photo of a pet,cat,0.26766446232795715,0.19421342015266418
lightning,nag_timed,7,2025,A photo of a pet,cat,0.26776713132858276,0.1862211525440216
lightning,nag_baseline,8,42,A photo from the 1960s,colour,0.27737924456596375,0.18599851429462433
lightning,nag,8,42,A photo from the 1960s,colour,0.2722943425178528,0.18034198880195618
lightning,nag_timed,8,42,A photo from the 1960s,colour,0.27117276191711426,0.18760274350643158
lightning,nag_baseline,8,1337,A photo from the 1960s,colour,0.28560078144073486,0.18119338154792786
lightning,nag,8,1337,A photo from the 1960s,colour,0.2759994864463806,0.1754036694765091
lightning,nag_timed,8,1337,A photo from the 1960s,colour,0.28447026014328003,0.18004927039146423
lightning,nag_baseline,8,2025,A photo from the 1960s,colour,0.2640830874443054,0.18723444640636444
lightning,nag,8,2025,A photo from the 1960s,colour,0.25728166103363037,0.19183604419231415
lightning,nag_timed,8,2025,A photo from the 1960s,colour,0.262857049703598,0.18639260530471802
lightning,nag_baseline,9,42,A photo from the 1960s,black and white,0.27737924456596375,0.21183495223522186
lightning,nag,9,42,A photo from the 1960s,black and white,0.26705530285835266,0.1438000500202179
lightning,nag_timed,9,42,A photo from the 1960s,black and white,0.27365997433662415,0.20186123251914978
lightning,nag_baseline,9,1337,A photo from the 1960s,black and white,0.28560078144073486,0.2124001830816269
lightning,nag,9,1337,A photo from the 1960s,black and white,0.29445719718933105,0.14568956196308136
lightning,nag_timed,9,1337,A photo from the 1960s,black and white,0.28400954604148865,0.2120363414287567
lightning,nag_baseline,9,2025,A photo from the 1960s,black and white,0.2640830874443054,0.21443885564804077
lightning,nag,9,2025,A photo from the 1960s,black and white,0.27305445075035095,0.13003256916999817
lightning,nag_timed,9,2025,A photo from the 1960s,black and white,0.2632940411567688,0.20788739621639252
lightning,nag_baseline,10,42,A still painting of fruits,grapes,0.33509305119514465,0.25799351930618286
lightning,nag,10,42,A still painting of fruits,grapes,0.34226900339126587,0.227944016456604
lightning,nag_timed,10,42,A still painting of fruits,grapes,0.32619959115982056,0.239406555891037
lightning,nag_baseline,10,1337,A still painting of fruits,grapes,0.3391772508621216,0.24854260683059692
lightning,nag,10,1337,A still painting of fruits,grapes,0.3271009027957916,0.20904967188835144
lightning,nag_timed,10,1337,A still painting of fruits,grapes,0.34108465909957886,0.23536226153373718
lightning,nag_baseline,10,2025,A still painting of fruits,grapes,0.32097870111465454,0.2681674361228943
lightning,nag,10,2025,A still painting of fruits,grapes,0.32892271876335144,0.24218162894248962
lightning,nag_timed,10,2025,A still painting of fruits,grapes,0.31748634576797485,0.2481456995010376
lightning,nag_baseline,11,42,A still painting of fruits,apples,0.33509305119514465,0.25477921962738037
lightning,nag,11,42,A still painting of fruits,apples,0.310468852519989,0.2174057960510254
lightning,nag_timed,11,42,A still painting of fruits,apples,0.3397662937641144,0.24577024579048157
lightning,nag_baseline,11,1337,A still painting of fruits,apples,0.3391772508621216,0.26142194867134094
lightning,nag,11,1337,A still painting of fruits,apples,0.32757365703582764,0.23100489377975464
lightning,nag_timed,11,1337,A still painting of fruits,apples,0.3324839472770691,0.22470897436141968
lightning,nag_baseline,11,2025,A still painting of fruits,apples,0.32097870111465454,0.28631991147994995
lightning,nag,11,2025,A still painting of fruits,apples,0.3399304747581482,0.24686424434185028
lightning,nag_timed,11,2025,A still painting of fruits,apples,0.3293275833129883,0.260095477104187
lightning,nag_baseline,12,42,A landscape,mountains,0.30454838275909424,0.2573026418685913
lightning,nag,12,42,A landscape,mountains,0.30123084783554077,0.21843881905078888
lightning,nag_timed,12,42,A landscape,mountains,0.30468201637268066,0.24832990765571594
lightning,nag_baseline,12,1337,A landscape,mountains,0.29556527733802795,0.2667534053325653
lightning,nag,12,1337,A landscape,mountains,0.3083801865577698,0.24291668832302094
lightning,nag_timed,12,1337,A landscape,mountains,0.29552197456359863,0.2581457197666168
lightning,nag_baseline,12,2025,A landscape,mountains,0.3024323582649231,0.2592172622680664
lightning,nag,12,2025,A landscape,mountains,0.302418977022171,0.23556675016880035
lightning,nag_timed,12,2025,A landscape,mountains,0.3035989999771118,0.229067862033844
lightning,nag_baseline,13,42,A landscape,trees,0.30454838275909424,0.22108449041843414
lightning,nag,13,42,A landscape,trees,0.3029167056083679,0.207826167345047
lightning,nag_timed,13,42,A landscape,trees,0.30350130796432495,0.21467013657093048
lightning,nag_baseline,13,1337,A landscape,trees,0.29556527733802795,0.2050873339176178
lightning,nag,13,1337,A landscape,trees,0.2896273136138916,0.1871577501296997
lightning,nag_timed,13,1337,A landscape,trees,0.29492634534835815,0.1996060013771057
lightning,nag_baseline,13,2025,A landscape,trees,0.3024323582649231,0.24586762487888336
lightning,nag,13,2025,A landscape,trees,0.29504790902137756,0.20251652598381042
lightning,nag_timed,13,2025,A landscape,trees,0.29567334055900574,0.20961102843284607
lightning,nag_baseline,14,42,A room with furniture,window,0.2883470058441162,0.22225263714790344
lightning,nag,14,42,A room with furniture,window,0.28762856125831604,0.19857466220855713
lightning,nag_timed,14,42,A room with furniture,window,0.288490355014801,0.20865872502326965
lightning,nag_baseline,14,1337,A room with furniture,window,0.262118399143219,0.20540578663349152
lightning,nag,14,1337,A room with furniture,window,0.27598893642425537,0.17821848392486572
lightning,nag_timed,14,1337,A room with furniture,window,0.25893300771713257,0.1985812932252884
lightning,nag_baseline,14,2025,A room with furniture,window,0.27835047245025635,0.21608704328536987
lightning,nag,14,2025,A room with furniture,window,0.27811604738235474,0.18214145302772522
lightning,nag_timed,14,2025,A room with furniture,window,0.2798224687576294,0.2152995616197586
lightning,nag_baseline,15,42,A room with furniture,bed,0.2883470058441162,0.20829138159751892
lightning,nag,15,42,A room with furniture,bed,0.27545246481895447,0.1864219307899475
lightning,nag_timed,15,42,A room with furniture,bed,0.28378990292549133,0.19676780700683594
lightning,nag_baseline,15,1337,A room with furniture,bed,0.262118399143219,0.24291637539863586
lightning,nag,15,1337,A room with furniture,bed,0.2731730043888092,0.17698800563812256
lightning,nag_timed,15,1337,A room with furniture,bed,0.2674521505832672,0.24687540531158447
lightning,nag_baseline,15,2025,A room with furniture,bed,0.27835047245025635,0.1957828849554062
lightning,nag,15,2025,A room with furniture,bed,0.2853587865829468,0.1984766721725464
lightning,nag_timed,15,2025,A room with furniture,bed,0.27781420946121216,0.19603654742240906
pcm,nag_baseline,0,42,A photo of a person,male,0.2855868637561798,0.20012734830379486
pcm,nag,0,42,A photo of a person,male,0.2740214467048645,0.18369176983833313
pcm,nag_timed,0,42,A photo of a person,male,0.2888638377189636,0.19993239641189575
pcm,nag_baseline,0,1337,A photo of a person,male,0.27019795775413513,0.20767956972122192
pcm,nag,0,1337,A photo of a person,male,0.284824401140213,0.19873107969760895
pcm,nag_timed,0,1337,A photo of a person,male,0.2810150384902954,0.2096439003944397
pcm,nag_baseline,0,2025,A photo of a person,male,0.2475549280643463,0.16785937547683716
pcm,nag,0,2025,A photo of a person,male,0.2574620246887207,0.1717677116394043
pcm,nag_timed,0,2025,A photo of a person,male,0.24525924026966095,0.1666608452796936
pcm,nag_baseline,1,42,A photo of a person,female,0.2855868637561798,0.20422770082950592
pcm,nag,1,42,A photo of a person,female,0.25192639231681824,0.15025921165943146
pcm,nag_timed,1,42,A photo of a person,female,0.2833821475505829,0.17109474539756775
pcm,nag_baseline,1,1337,A photo of a person,female,0.27019795775413513,0.18047276139259338
pcm,nag,1,1337,A photo of a person,female,0.2723330855369568,0.16672198474407196
pcm,nag_timed,1,1337,A photo of a person,female,0.2694503366947174,0.1738933026790619
pcm,nag_baseline,1,2025,A photo of a person,female,0.2475549280643463,0.16768647730350494
pcm,nag,1,2025,A photo of a person,female,0.2648375630378723,0.15821436047554016
pcm,nag_timed,1,2025,A photo of a person,female,0.2515454888343811,0.158590629696846
pcm,nag_baseline,2,42,A photo of a person,old,0.2855868637561798,0.20612114667892456
pcm,nag,2,42,A photo of a person,old,0.26693734526634216,0.19436195492744446
pcm,nag_timed,2,42,A photo of a person,old,0.2832171618938446,0.20266304910182953
pcm,nag_baseline,2,1337,A photo of a person,old,0.27019795775413513,0.2023361176252365
pcm,nag,2,1337,A photo of a person,old,0.279045045375824,0.20473241806030273
pcm,nag_timed,2,1337,A photo of a person,old,0.2794869840145111,0.21158552169799805
pcm,nag_baseline,2,2025,A photo of a person,old,0.2475549280643463,0.1935257911682129
pcm,nag,2,2025,A photo of a person,old,0.25519588589668274,0.1974833607673645
pcm,nag_timed,2,2025,A photo of a person,old,0.24471047520637512,0.1935962289571762
pcm,nag_baseline,3,42,A photo of a person,young,0.2855868637561798,0.21385721862316132
pcm,nag,3,42,A photo of a person,young,0.2751312553882599,0.1994057595729828
pcm,nag_timed,3,42,A photo of a person,young,0.2838383615016937,0.20560956001281738
pcm,nag_baseline,3,1337,A photo of a person,young,0.27019795775413513,0.20087042450904846
pcm,nag,3,1337,A photo of a person,young,0.2592393457889557,0.1947246640920639
pcm,nag_timed,3,1337,A photo of a person,young,0.2640789747238159,0.1961769163608551
pcm,nag_baseline,3,2025,A photo of a person,young,0.2475549280643463,0.2018570899963379
pcm,nag,3,2025,A photo of a person,young,0.2550051808357239,0.1873655915260315
pcm,nag_timed,3,2025,A photo of a person,young,0.24635528028011322,0.19130954146385193
pcm,nag_baseline,4,42,A photo of a person,bright lighting,0.2855868637561798,0.16602499783039093
pcm,nag,4,42,A photo of a person,bright lighting,0.2724471092224121,0.16122102737426758
pcm,nag_timed,4,42,A photo of a person,bright lighting,0.28847622871398926,0.16559827327728271
pcm,nag_baseline,4,1337,A photo of a person,bright lighting,0.27019795775413513,0.16836506128311157
pcm,nag,4,1337,A photo of a person,bright lighting,0.2790229022502899,0.16581091284751892
